Vendor,VendorNo,SingleAmt,AggregateAmt,Division,QuestionnaireDate,STATUS,TradeDescription,RequestFirstDate,RequestSecondDate,RequestThirdDate,Chk_ProjHistory,Chk_Financials,Chk_BackLog,Chk_SalesHistory,Chk_BondHistory,Chk_ProjectList,Chk_KeyOfficer,Chk_OSHA_Log,Chk_Questionnaire,ZeroHarmQ,VendorEmail,VendorAddr,VendorCity,VendorState,VendorZip,ExpirationDate,CurrBal,MinorityStatus,Folder,VendorTaxID,vendorrank,QR,SR,HR,CR,QnLink,QProjects,PrjCnt,CmpltCnt,WatchList,WatchListPeople,RecID,PLookupVID,TypicalJobSize
"Inova Construction, L.L.C. DBA Sarabi Studio",3464800,1000000,1000000,Texas,03/25/2019,Expired,Div 05 - Metals,4/9/2020,10/4/2020,8/5/2022,1,1,1,1,1,1,1,1,1,YES,psarabi@sarabistudio.com,"6004 Techni Center Drive, Suite 3-102",Austin,TX,78721,04/30/2020,0,SB;SBE,INOVACONST_20-2194802\2019,202194802,2.373015,2.785714,2.000000,2.333333,0.000000,19084a191436,4,0,17,N,,27474,3464800,0
ADM Concrete Construction,3465172,650000,1000000,"Washington, D.C.",12/16/2019,Expired,Div 03 - Concrete,12/17/2019,1/10/2020,4/26/2021,1,1,1,1,1,1,1,1,1,YES,admconcrete.const@gmail.com,7724 Delano Road,Clinton,MD,20735,04/30/2017,0,,ADMCONCRET_52-2087420\2019,522087420,2.718518,2.888888,2.600000,2.666666,0.000000,19350a220316,4,0,9,N,,30136,3465172,0
"Nastos Construction, Inc.",3469424,3000000,3500000,"Washington, D.C.",10/28/2020,Expired,Div 02 - Site Conditions,4/15/2021,4/29/2021,12/13/2022,1,1,1,1,1,1,1,1,1,YES,tuo.oneil@nastos.com,"1421 Kenilworth Avenue, NE",washington,DC,20019,04/30/2021,0,DBE;Emerging Business;Fed Small;MOB;SB;SDB,NASTOSCONS_52-1816080\2020,521816080,4.041666,4.166666,4.000000,5.000000,3.000000,20302a251316,3,0,7,N,,32814,3469424,0
"Atlas Foundations of Washington, LLC",3469690,2000000,3000000,"Washington, D.C.",05/02/2022,Expired,Div 01 - General Requirements,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,SGROVES@ATLASFOUNDATIONS.COM,4600 BEECH WAY,TEMPLE HILLS,MD,20748,04/30/2023,0,MOB,ATLASFOUND_54-1778445\2022,541778445,NULL,NULL,NULL,NULL,NULL,22122a301336,3,0,4,N,,37223,3469690,0
South-Fair Electric Contractors,3470955,3000000,4500000,Carolinas,03/21/2022,Finaled,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Edimartino@southfairelectric.com,2033 Cross Beam Drive,Charlotte,NC,28217,04/30/2025,1576739,,SOUTHFAIRE_46-1918245\2022,461918245,3.722222,3.500000,4.000000,3.666666,0.000000,22080a294416,4,4,50,N,,36476,3470955,0
"Glass Stream, Inc.",3471277,2000000,3000000,Georgia,02/25/2022,Finaled,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,kathy@glassstreaminc.com,3675 Kennesaw North Industrial Pkwy,Kennesaw,Georgia,30144,01/31/2025,0,,GLASSSTREA_58-1966956\2022,581966956,4.221611,4.076923,3.666666,4.142857,5.000000,22056a292816,3,0,3,N,,36345,3471277,0
Electronic Security Concepts LLC,3474328,250000,400000,Arizona,10/20/2022,Negotiating,Div 07 - Thermal and Moisture Protection,1/10/2023,2/8/2023,3/22/2023,0,0,0,0,0,1,1,1,0,YES,joem@electronicsecurityconcepts.com,8320 E Gelding Dr,Scottsdale,AZ,85260,04/30/2022,0,SBE,ELECTRONIC_86-0984892\2021,860984892,NULL,NULL,NULL,NULL,NULL,22293a317296,1,0,1,N,,38492,3474328,0
Highland Roofing Company,3474726,1500000,2000000,Carolinas,03/31/2021,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,becca@highlandroofingcompany.com,4310 Deer Creek Lane,Wilmington,North Carolina,28405,04/30/2024,148709,,HIGHLANDRO_55-0906316\2021,550906316,4.121428,4.200000,4.000000,4.285714,4.000000,21090a264246,3,1,5,N,,33751,3474726,0
Mark Products of Georgia,3476252,0,0,Georgia,08/18/2021,Negotiating,Div 09 - Finishes,8/21/2021,11/17/2021,11/14/2022,1,1,1,1,1,1,1,1,1,YES,carl@markproducts.com,1982 West Paces Ferry Road,Atlanta,GA,30327,04/30/2020,0,SBE;WOB;WOSB,MARKPRODUC_42-1564813\2021,421564813,NULL,NULL,NULL,NULL,NULL,21230a273376,3,0,3,N,,35516,3476252,0
"Caesarstone USA, Inc.",3476325,750000,1000000,Carolinas,04/05/2022,Expired,Div 12 - Furnishings,5/3/2022,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,erez.pogrebinsky@caesarstoneus.com,"1401 W. Morehead St,, Suite 100",Charlotte,NC,28208,04/30/2023,0,,CAESARSTON_95-4747697\2022,954747697,NULL,NULL,NULL,NULL,NULL,22095a297596,1,0,1,N,,36686,3476325,0
"Concept Masonry, Inc.",3478198,2000000,2500000,Carolinas,01/04/2023,Expired,Div 04 - Masonry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,admin@conceptmasonry.com,3301 Glen Royal Rd,Raleigh,NC,27617,07/31/2023,0,,CONCEPTMAS_56-2224053\2023,562224053,3.807500,3.480000,4.000000,3.750000,4.000000,23004a320316,4,0,1,N,,38744,3478198,0
Gen3 AZ LLC,3479705,2000000,3500000,Arizona,08/03/2022,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,eday@gen3construction.com,310 S. Clark Dr.,Tempe,AZ,85288,04/30/2023,0,,GENAZLLC_27-4115635\2022,274115635,NULL,NULL,NULL,NULL,NULL,22215a312646,1,0,2,N,,38057,3479705,0
"Cat Plumbing, Inc.",3480082,1500000,2000000,Georgia,03/16/2022,Negotiating,Div 22 - Plumbing,4/10/2022,5/24/2022,11/21/2022,1,1,1,1,1,1,1,0,1,YES,catplumbing@bellsouth.net,6047 Lake Lanier Heights Road,Buford,GA,30518,04/30/2022,0,DBE,CATPLUMBIN_58-2126807\2022,582126807,3.975338,3.983606,3.857142,4.060606,4.000000,22075a294036,4,0,11,N,,36441,3480082,0
"Home Depot U.S.A., Inc.",3481697,1200000,1500000,Georgia,03/02/2018,Expired,Div 13 - Special Construction,3/5/2018,3/15/2018,6/4/2020,1,1,1,1,1,1,1,1,1,Yes,natalie_lewis@homedepot.com,2455 Paces Ferry Road C-11,Atlanta,Georgia,30339,05/31/2017,0,,HOMEDEPOTU_58-1853319\2016,581853319,4.000000,4.000000,0.000000,0.000000,4.000000,NULL,0,0,4,N,,20132,3481697,0
Ely Concrete Construction,3483770,4000000,6000000,Georgia,04/14/2020,Negotiating,Div 03 - Concrete,4/15/2020,10/1/2020,4/29/2021,1,1,1,1,1,1,1,1,1,YES,lely@ely-corp.com,10 Kelli Clark Ct,Cartersville,GA,30121,04/30/2020,0,,ELYCONCRET_45-2697426\2020,452697426,3.423362,3.312500,3.333333,3.714285,3.333333,20105a233596,1,0,3,N,,31022,3483770,0
Timber Blind Metro Shade,3485364,500000,500000,Texas,04/20/2020,Expired,Div 12 - Furnishings,4/15/2021,8/17/2021,10/19/2022,1,1,1,1,1,1,1,1,1,YES,natalie.brauer@timberblinds.com,800 Elm St,McKinney,TX,75069,04/30/2021,0,,TIMBERBLIN_37-1472165\2020,371472165,NULL,NULL,NULL,NULL,NULL,20111a235106,2,0,6,N,,31152,3485364,0
Starlight Painting Contractors Inc,3491150,0,0,Carolinas,01/12/2015,Expired,Div 09 - Finishes,8/31/2017,9/26/2017,6/3/2019,1,0,1,1,1,1,1,1,1,YES,marvin.reyes@starlightpaintingnc.com,1914 Dembrigh Lane,Charlotte,North Carolina,28262,04/30/2016,0,SB;SBE,STARLIGHTP_46-2299889\2014,462299889,NULL,NULL,NULL,NULL,NULL,15012r43931,0,0,3,Y,KWeber,12819,3491150,0
"Fought and Company, Inc.",3491170,3000000,3000000,Oregon,07/26/2022,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,BarryH@foughtsteel.com,14255 SW 72nd Ave,Tigard,OR,97224,04/30/2023,0,,FOUGHTANDC_93-0630803\2022,930630803,4.065476,4.285714,4.500000,4.142857,3.333333,22207a311906,4,0,12,N,,37998,3491170,0
Kenpat Fireproofing,3492494,600000,600000,Florida,06/01/2018,Expired,Div 09 - Finishes,3/26/2019,5/8/2019,8/11/2021,1,1,1,1,1,1,1,1,1,YES,ADemeter@kenpat.net,90 South Bradshaw Rd,Apopka,FL,32703,04/30/2019,0,SB,KENPATFIRE_46-4833014\2018,464833014,4.450000,4.400000,4.400000,4.000000,5.000000,18152a154876,2,0,3,N,,25351,3492494,0
"Premier Exteriors Commercial, LLC",3493097,2500000,3500000,Carolinas,08/24/2022,Finaled,Div 04 - Masonry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ashley@preext.com,3087 Argent Blvd.,Ridgeland,SC,29936,04/30/2025,2983632,SB,PREMIEREXT_30-1192697\2023,262703720,4.277777,4.500000,4.000000,4.333333,0.000000,22236a314016,4,4,8,N,,38201,3493097,0
Peerless Communications Inc,3493111,0,0,Carolinas,03/02/2023,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,pcecconi@peerlesscom.com,"8801 Westgate Park Drive, Suite 104",Raleigh,NC,27617,NULL,0,,PEERLESSCO_56-2116382\2023,562116382,NULL,NULL,NULL,NULL,NULL,23061a323546,4,0,5,N,,38993,3493111,0
Ganado Painting and Wallcovering Inc,3494099,0,0,Arizona,02/27/2019,Negotiating,Div 09 - Finishes,2/28/2019,8/10/2019,NULL,1,1,1,1,1,1,1,1,1,YES,danny@ganadopainting.com,"102 S. River, #104",Tempe,Arizona,85286,NULL,0,,GANADOPAIN_86-0622437\2019,860622437,NULL,NULL,NULL,NULL,NULL,19058a186286,1,0,3,N,,27177,3494099,0
"Allied Roofing Company, Inc.",3494976,1000000,1000000,Carolinas,04/18/2022,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,tsapp@alliedrfg.com,744 Park Centre Drive,Kernersville,North Carolina,27284,04/30/2023,0,,ALLIEDROOF_56-2164362\2022,562164362,NULL,NULL,NULL,NULL,NULL,22108a299246,0,0,1,N,,36912,3494976,0
Bell Steel Inc.,3495277,3000000,4000000,Arizona,03/26/2019,Expired,Div 05 - Metals,3/18/2020,5/3/2020,7/13/2022,1,1,1,1,1,1,1,1,1,YES,Lori@bell-steel.com.,1100 N  Hamilton St.,Chandler,AZ,85225,04/30/2020,0,,BELLSTEELI_86-0672150\2019,860672150,3.694444,3.750000,3.750000,3.583333,0.000000,19085a188566,4,0,6,N,,27510,3495277,0
"Georgia Specialty Constructors, Inc.",3495601,4000000,6500000,Georgia,11/30/2022,Expired,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,zmelton@georgiaspecialty.com,PO Box 269,Union CIty,GA,30291,04/30/2023,0,,GEORGIASPE_58-1505420\2023,581505420,4.538461,4.615384,4.333333,4.666666,0.000000,22334a318836,4,0,3,N,,38639,3495601,0
Tejas Underground Utilities LLC,3499245,2000000,4000000,Texas,04/12/2022,Finaled,Div 32 - Sitework,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,amber.smith@tejasunderground.com,30355 OLD HOCKLEY RD,MAGNOLIA,Texas,77355,04/30/2025,0,,TEJASUNDER_76-0539727\2022,760539727,4.021198,3.473684,4.555555,3.555555,4.500000,22102a299556,2,0,5,N,,36839,3499245,0
Normac Kitchens Inc,3499247,1250000,2250000,Carolinas,05/06/2019,Expired,Div 06 - Carpentry,4/1/2020,5/13/2020,7/13/2022,1,1,1,1,1,1,1,1,1,YES,drobinson@normackitchens.us,226 S Main Street,Oakboro,NC,28129,04/30/2020,0,,NORMACKITC_43-1649579\2019,431649579,5.000000,5.000000,5.000000,0.000000,5.000000,19126a193786,1,0,3,N,,28372,3499247,0
Absolute Stone Corporation,3499954,1000000,1500000,Georgia,02/01/2023,Finaled,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,vtorres@absolute-stone.com,PO Box 3749,Cary,NC,27519,01/31/2025,0,,ABSOLUTEST_56-2160293\2022,562160293,NULL,NULL,NULL,NULL,NULL,23032a321996,4,0,4,N,,38862,3499954,0
J.D. Hinson Company,3500274,2000000,2500000,Florida,04/14/2020,Finaled,Div 02 - Site Conditions,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,YES,katie@jdhinson.com,3375 Agricultural Center Dr,St. Augustiine,Florida,32092,04/30/2025,7990796,Fed Small;SBA,JDHINSONCO_03-0527982\2020,030527982,3.466666,3.400000,3.500000,3.500000,0.000000,20105a233246,2,3,4,N,,31006,3500274,0
"L.R. Cowan Concrete Co., Inc.",3501914,2000000,3500000,Arizona,04/12/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,sandy@lrcowan.com,2222 West Williams Drive,Phoenix,AZ,85027,04/30/2023,0,,LRCOWANCON_86-0720845\2022,860720845,4.220588,4.411764,4.000000,4.250000,0.000000,22102a299526,4,0,5,N,,36822,3501914,0
"Absolute Builders, Inc.",3502812,1500000,2000000,"Washington, D.C.",02/16/2022,Negotiating,Div 06 - Carpentry,2/21/2022,3/18/2022,11/15/2022,1,1,1,1,1,1,1,1,1,YES,bahlborn@absolutebldrs.com,811 Whittier pl. NW,Washington,DC,20012,04/30/2021,492783,DBE;MOB;S/DBE;SB;SBE,ABSOLUTEBU_54-1923200\2022,541923200,3.422222,3.600000,3.000000,3.666666,0.000000,22047a288606,4,3,18,N,,36304,3502812,0
"Art Display Company, Inc.",3503739,500000,500000,"Washington, D.C.",10/13/2022,Expired,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,richard@artdisplayco.com,401 Hampton Park Blvd.,Capitol Heights,MD,20743,10/31/2024,2981,SBE,ARTDISPLAY_53-0246756\2020,530246756,NULL,NULL,NULL,NULL,NULL,22286a273296,3,3,9,N,,38453,3503739,0
"Hercules Fence of Maryland, LLC",3504910,2500000,3500000,"Washington, D.C.",08/18/2022,Expired,Div 32 - Sitework,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,corey@herculeshighsecurity.com,8580 Mission Road,Jessup,MD,20794,04/30/2024,377307,,HERCULESFE_52-2362380\2022,522362380,NULL,NULL,NULL,NULL,NULL,22230a313606,2,2,7,N,,38151,3504910,0
"Summers Taylor, Inc.",3505164,10000000,15000000,Carolinas,05/11/2022,Expired,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,dannym@summerstaylor.com,300 West Elk Ave.,Elizabethton,Tennessee,37643,07/31/2023,0,,SUMMERSTAY_62-0458729\2023,620458729,5.000000,5.000000,5.000000,0.000000,5.000000,22131a212256,0,0,2,N,,37354,3505164,0
"KONTEK Systems, Inc.",3505450,1000000,2000000,Carolinas,05/20/2022,Finaled,Div 27 - Communications,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,info@kontek.com,318 Holland Street Mall,Durham,NC,27701,04/30/2025,16734,SB,KONTEKSYST_56-2031485\2022,562031485,NULL,NULL,NULL,NULL,NULL,22140a306316,4,1,4,N,,37482,3505450,0
Metro Paving Corporation,3505614,2500000,4000000,"Washington, D.C.",01/15/2020,Expired,Div 32 - Sitework,3/29/2021,8/9/2021,12/13/2022,1,1,1,1,1,1,1,1,1,YES,JOtero@metropaving.net,5470 Lafayette Place,Hyattsville,Maryland,20781,05/31/2021,0,DBE;MOB;SDB,METROPAVIN_52-1854876\2020,521854876,NULL,NULL,NULL,NULL,NULL,20015a205866,0,0,5,N,,30220,3505614,0
Metal Roofing Corporation,3510204,2000000,2500000,Carolinas,03/22/2022,Finaled,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,MetalRoof@bellsouth.net,307 Nantucket Drive,Cary,NC,27513,04/30/2025,0,,METALROOFI_56-2001233\2022,562001233,3.177777,3.200000,4.000000,2.333333,0.000000,22081a294706,4,0,7,N,,36489,3510204,0
J&B Fabricators LLC,3516095,500000,750000,Washington,10162024,Finaled,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,admin@jb-fabwa.com,2005 63rd St SE,Auburn,WA,98092,04/30/2025,0,,JBFABRICAT_47-1902129\2024,471902129,NULL,NULL,NULL,NULL,NULL,NULL,0,0,10,N,,39511,3516095,0
Rolling Plains Construction,3517340,30000000,45000000,California,04/13/2022,Finaled,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Kaitlin@Rollingplains.com,5136 S Desert View Drive,Apache Junction,AZ,85120,04/30/2025,1843780,,ROLLINGPLA_84-0960975\2022b,840960975,NULL,NULL,NULL,NULL,NULL,22103a299766,1,8,9,N,,36844,3517340,0
"Terracalc Land surveying, Inc.",3518825,0,0,Oregon,04/23/2020,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,jayp@terra-calc.com,1615 Ne Miller St,Mcminnville,OR,97128,NULL,0,,TERRACALCL_80-0773012\2020,800773012,NULL,NULL,NULL,NULL,NULL,20114a235836,2,0,3,N,,31228,3518825,0
"Andersen Interior Contracting, Inc.",3519414,3000000,4000000,Florida,04/18/2022,Expired,Div 06 - Carpentry,5/23/2023,5/23/2023,NULL,0,1,0,0,0,0,0,0,0,YES,aelmers@andersencompanies.com,"368 Passaic Avenue, PO Box 10362",Fairfield,NJ,07004,04/30/2023,99915,,ANDERSENIN_22-2745986\2022,222745986,NULL,NULL,NULL,NULL,NULL,22108a300676,1,1,2,N,,36909,3519414,0
Cornerstone Forming LLC,3520680,1000000,1750000,Georgia,05/17/2018,Expired,Div 03 - Concrete,3/25/2019,4/11/2019,8/13/2021,1,1,1,1,1,1,1,1,1,YES,ejames@cornerstoneforming.com,514 W. Maple Street Ste: 201,Cumming,GA,30040,04/30/2019,0,SB,CORNERSTON_46-4698321\2018,464698321,3.167366,3.764705,3.000000,3.571428,2.333333,18137a152576,1,0,3,N,,25150,3520680,0
Kwan Wo Ironworks Inc.,3520683,4500000,6500000,California,04/28/2021,Expired,Div 05 - Metals,4/4/2022,5/15/2022,12/14/2022,1,1,1,1,1,1,1,1,1,YES,lindseyl@kwanwo.com,31628 Hayman Street,Hayward,CA,94544,04/30/2022,0,MOB,KWANWOIRON_94-3154723\2021,943154723,3.793236,3.913043,3.333333,4.133333,0.000000,21118a250546,3,0,3,N,,34448,3520683,0
RTI Sealant Specialist Inc.,3520687,750000,1000000,Arizona,04/21/2021,Expired,Div 07 - Thermal and Moisture Protection,3/21/2022,5/12/2022,12/14/2022,1,1,1,1,1,1,1,1,1,YES,accounting@RTISEALANTS.COM,1102 E SAGEBRUSH ST,GILBERT,AZ,85296,04/30/2022,0,WOB,RTISEALANT_86-1045010\2021,861045010,NULL,NULL,NULL,NULL,NULL,21111a271766,4,0,10,N,,34272,3520687,0
RTI SEALANT SPECIALIST INC,3520687,750000,100000,Arizona,08/03/2022,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,accounting@RTISEALANTS.COM,1102 E SAGEBRUSH ST,GILBERT,AZ,85296,04/30/2022,0,,RTISEALANT_86-1045010\2022,861045010,NULL,NULL,NULL,NULL,NULL,22215a305496,4,0,10,N,,38058,3520687,0
"Gallagher Electric, Inc.",3522120,1500000,3000000,Georgia,11/17/2021,Expired,Div 16 - Electrical,10/7/2022,10/31/2022,1/4/2023,1,1,1,1,1,1,1,1,1,YES,jchastain@gallagherelectric.net,4575 PEACHTREE LAKES DRIVE,BERKELEY LAKE,GA,30096,10/31/2022,0,,GALLAGHERE_58-1797629\2021,581797629,5.000000,5.000000,5.000000,5.000000,0.000000,21321a254586,2,0,3,N,,35978,3522120,0
"Premier Surfaces Acquisition, LLC",3523468,500000,700000,Georgia,09/24/2019,Negotiating,Div 06 - Carpentry,4/28/2021,8/15/2022,NULL,1,1,1,1,1,1,1,1,1,YES,mflangan@premiersurfaces.com,845 McFarland Parkway,Alpharetta,GA,30004,04/30/2019,0,,PREMIERSUR_20-5261380\2018,582654198,NULL,NULL,NULL,NULL,NULL,19267a215656,1,0,2,N,,29746,3523468,0
SR Building Services LLC,3526231,1250000,1750000,Washington,11/16/2018,Expired,Div 07 - Thermal and Moisture Protection,10/7/2019,11/6/2019,11/11/2021,1,1,1,1,1,1,1,1,1,YES,KelseyJ@srbldgservices.com,8523 216th St SE,Woodinville,WA,98072,10/31/2019,0,,SRBUILDING_80-0929596\2019,800929596,2.500000,2.500000,3.000000,2.000000,0.000000,18320a160546,2,0,3,N,,26641,3526231,0
"Muraflex, Inc.",3527179,6500000,8000000,"Washington, D.C.",04/21/2021,Expired,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,mjbenavente@muraflex.com,5502 Notre-Dame E.,Montreal,IL,60654,04/30/2024,150000,,MURAFLEX_82-9854140\2021,,NULL,NULL,NULL,NULL,NULL,21111a269496,3,1,6,N,,34276,3527179,0
"Pompei, Inc.",3527289,1500000,2500000,"Washington, D.C.",03/09/2023,Expired,Div 04 - Masonry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Estimating@pompeiinc.com,733 Bluecrab Road,Newport News,VA,23606,02/28/2024,0,SB,POMPEIINC_54-1470019\2023,541470019,NULL,NULL,NULL,NULL,NULL,23068a323736,4,0,2,N,,39033,3527289,0
"CQ Insulation, Inc.",3527864,1500000,2500000,Florida,04/13/2020,Finaled,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,w.davis@cqinsulation.com,"1408 N. Westshore Blvd., Suite 500",Tampa,FL,33607,04/30/2025,0,,CQINSULATI_20-0289994\2020,NULL,NULL,NULL,NULL,NULL,NULL,20104a232956,1,0,0,N,,30989,3527864,0
"Denison Landscaping, Inc.",3529369,1000000,1000000,"Washington, D.C.",01/17/2020,Negotiating,Div 32 - Sitework,5/13/2020,10/15/2020,4/27/2021,1,1,1,1,1,1,1,1,1,YES,LMRONGOWIUS@DENISONLANDSCAPING.COM,8911 OXON HILL ROAD,FORT WASHINGTON,MD,20744,04/30/2020,0,,DENISONLAN_52-1672506\2020,521672506,NULL,NULL,NULL,NULL,NULL,20017a221566,0,0,2,N,,30246,3529369,0
"Corrado American, LLC",3529402,3000000,4000000,"Washington, D.C.",04/17/2020,Expired,Div 02 - Site Conditions,3/26/2021,8/17/2021,11/14/2022,1,1,1,1,1,1,1,1,1,YES,kjones@corrado.com,200 Marsh Lane,New Castle,Delaware,19720,04/30/2021,0,,CORRADOAME_20-5206761\2020,205206761,5.000000,5.000000,5.000000,5.000000,0.000000,20108a230456,1,0,1,N,,31109,3529402,0
"Division 7 Construction, Inc.",3532007,2500000,3000000,Florida,04/29/2022,Finaled,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ronda@d7con.com,2773 BM Montgomery Street,Birmingham,AL,35209,04/30/2025,9519,Fed Small;SB,DIVISION7C_90-0664062\2022,900664062,4.029914,3.730769,3.833333,3.555555,5.000000,22119a301416,4,4,14,N,,37181,3532007,0
"Jensen Hughes, Inc.",3535164,0,0,"Washington, D.C.",04/12/2022,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,kdeck@jensenhughes.com,"3610 Commerce Drive, Suite 817",Baltimore,MD,21227,04/30/2023,2,,JENSENHUGH_52-1199515\2022,521199515,NULL,NULL,NULL,NULL,NULL,22102a298966,4,1,5,N,,36826,3535164,5000000
"Lucent Glass, LLC",3541091,1500000,2000000,Georgia,04/26/2022,Finaled,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,shaw.overstreet@lucentglass.com,200 Cobb Pkwy N Ste 316,Marietta,GA,30062,04/30/2025,307685,,LUCENTGLAS_90-0934472\2022,900934472,4.365079,4.428571,4.000000,4.666666,0.000000,22116a302276,3,1,21,N,,37078,3541091,0
"Marshal Renee Construction Companies, DBA Pavepro",3543889,1500000,3000000,Texas,01/04/2022,Finaled,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,gaspar@paveprousa.com,514 Bonham St.,Grand Praire,Texas,75050,04/30/2025,497475,HUbZone,SPEARSCONS_45-4120311\2020,454120311,4.472222,4.750000,4.000000,4.666666,0.000000,22004a289806,3,2,13,N,,36109,3543889,0
Creative Bros Landscape Corp.,3544158,500000,500000,Washington,10/20/2020,Expired,Div 32 - Sitework,4/14/2021,5/5/2021,11/29/2022,1,1,1,1,1,1,1,0,1,YES,peppo_morella@msn.com,PO Box 68068,Seatac,WA,98168,04/30/2021,0,,CREATIVEBR_91-1743436\2021,911743475,NULL,NULL,NULL,NULL,NULL,20294a252176,0,0,2,N,,32754,3544158,0
Grayson County Glass Inc. dba NorTex Glass and Mirror,3545660,2000000,4000000,Texas,03/21/2022,Finaled,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,j.reid@nortexglass.com,1410 S FM 1417,Sherman,TX,75092,04/30/2025,1322132,,GRAYSONCOU_20-1350475\2022,201350475,2.588888,3.100000,2.000000,2.666666,0.000000,22080a294466,3,1,3,N,,36481,3545660,0
"Delcom Group, LP",3547354,750000,850000,Texas,08272024,Finaled,Div 27 - Communications,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,schapman@delcomgroup.com,"2525B E SH 121, Ste 400",Lewisville,TX,75056,04/30/2025,784989,,DELCOMGROU_01-0604799\2024,010604799,NULL,NULL,NULL,NULL,NULL,NULL,0,1,6,N,,39447,3547354,0
Advantage Demolition & Grading,3549764,750000,750000,California,04/07/2020,Expired,Div 02 - Site Conditions,4/1/2021,5/5/2021,11/21/2022,1,1,1,1,1,1,1,1,1,YES,cesar@adgsocal.com,"27576 Commerce Center Drive, Suite 204",Temecula,CA,92590,05/31/2021,0,DBE;Fed SDB;Fed Small;MOB;S/DBE;SB;SBA;SBE;SDB,ADVANTAGED_95-4692486\2020,954692486,2.076388,1.750000,1.000000,1.555555,4.000000,20098a157386,2,0,3,N,,30878,3549764,0
Kesco Inc,3551173,1500000,2250000,Florida,04/17/2018,Expired,Div 09 - Finishes,3/26/2019,5/8/2019,8/11/2021,1,1,1,1,1,1,1,1,1,YES,virginia@kescoflooring.com,122 Dairy Road,Auburndale,FL,33823,04/30/2019,0,,KESCOINC_59-3675106\2018,593675106,3.283333,2.800000,3.000000,2.333333,5.000000,18107a147796,1,0,3,N,,24699,3551173,0
"Master WoodCraft Cabinetry, LLC",3554362,1000000,1500000,Texas,10142022,Expired,Div 06 - Carpentry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,lpressler@mwccabinetry.com,232 N Marshall Industrial Ave,Marshall,TX,75670,04/30/2023,2100,,MASTERWOOD_20-3769491\2022,203769491,3.707798,3.692307,3.250000,3.888888,4.000000,22287a315646,4,1,6,N,,38800,3554362,0
Modular Building Systems International,3555653,2500000,3500000,Florida,05/17/2022,Expired,Div 12 - Furnishings,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,pberk@mbsi.com,614 E Hwy 50 Ste 326,Clermont,FL,34711,04/30/2024,128881,DBE;WOSB,MODULARBUI_59-3640867\2021,593640867,NULL,NULL,NULL,NULL,NULL,22137a305966,4,1,3,N,,37437,3555653,0
